id,status_group
71528,functional
55183,functional
70550,non functional
70892,functional
14833,functional
49885,functional
25545,functional
70223,functional
17879,functional
56710,non functional
54603,functional
45782,non functional
37940,functional
19669,non functional
18226,non functional
45578,non functional
40086,functional
62619,functional
15611,functional
13554,functional
66978,functional
39694,functional
50444,functional
13409,functional needs repair
30457,non functional
24205,non functional
56109,functional
46994,non functional
18049,functional needs repair
69661,functional
46591,functional
4026,non functional
7201,non functional
5019,functional
26681,functional
55404,functional needs repair
14340,non functional
67632,non functional
46561,functional
27041,non functional
10653,functional
9079,functional needs repair
63362,non functional
32381,functional
57954,non functional
19501,non functional
61074,non functional
27795,non functional
33331,functional
31,non functional
43974,non functional
20144,functional needs repair
29568,non functional
62396,functional
40292,non functional
9129,non functional
26476,non functional
29615,non functional
53782,functional
64466,functional
33736,non functional
13894,non functional
25243,non functional
21522,functional
51625,functional
49886,functional
15857,functional
55100,non functional
26330,non functional
26189,non functional
45717,functional needs repair
1700,non functional
13170,functional
5825,functional
8927,non functional
31051,functional
73877,functional
19651,non functional
2965,non functional
6343,non functional
18674,functional
64537,functional
43232,functional
65086,functional
3902,functional needs repair
16055,non functional
13318,functional
24235,functional
72657,functional
2616,non functional
72143,non functional
68523,non functional
51799,non functional
19251,functional
34375,functional
44452,non functional
23015,functional needs repair
26031,functional
17550,functional
11881,non functional
14441,non functional
20763,non functional
40829,functional
38089,non functional
29258,functional
57103,non functional
30187,non functional
43353,non functional
30749,non functional
30420,functional
64448,functional
47290,functional
43928,non functional
67094,functional
32717,functional
41997,non functional
12880,non functional
21295,non functional
65612,non functional
1702,functional
23661,functional
34651,non functional
53021,functional
32940,functional
24728,non functional
19044,functional
71856,functional
35181,non functional
49656,functional
48556,functional
3093,non functional
22709,non functional
49005,functional needs repair
25014,functional
28432,non functional
50400,functional
23117,functional needs repair
21159,functional
808,functional
35359,functional needs repair
37093,functional
64592,functional
41861,non functional
4905,functional
15695,functional
32026,functional
19236,functional
19931,functional
20609,non functional
1997,non functional
64354,functional
34505,non functional
22267,functional
50505,non functional
17061,functional
46789,functional
67005,functional
10599,functional
45473,functional
16687,functional
4477,functional
69033,functional
48950,functional
56718,functional needs repair
54520,non functional
54056,functional
44370,non functional
53583,functional
47682,non functional
59942,functional
53155,non functional
59950,non functional
31466,non functional
3525,non functional
56259,non functional
12720,functional needs repair
9789,non functional
68296,non functional
29889,functional needs repair
57127,functional
61334,functional
51878,functional
49291,functional
70164,non functional
66625,non functional
1606,functional
19582,non functional
6038,functional
22087,non functional
72776,functional
64784,functional
58043,functional
27790,functional
46892,functional
58877,functional
49390,non functional
30203,non functional
53437,functional
32727,functional
59816,functional
42049,functional
54055,functional
5967,functional
57370,functional
53795,functional
55683,functional
31779,functional
47660,functional
56556,functional
21009,functional
42213,non functional
72274,functional
1171,functional
64757,non functional
45194,functional
72765,functional
26498,functional
20853,functional
42078,functional
35617,functional
41869,non functional
63437,non functional
18199,functional
20112,functional
16151,non functional
30941,non functional
26418,non functional
49912,functional
13724,functional
12773,non functional
46007,functional
17966,non functional
11230,functional
23637,functional
39249,functional
51244,non functional
38900,functional
62240,non functional
26530,functional needs repair
5003,functional
45896,non functional
58973,functional
65419,functional
40390,functional
38520,functional
59561,functional
71445,non functional
12547,functional
15510,functional
65322,non functional
51317,non functional
17232,non functional
54452,non functional
25955,functional
45134,functional needs repair
69325,non functional
55341,non functional
5958,functional
37871,functional
31769,functional
66713,functional
22753,non functional
63491,functional
10789,non functional
30266,non functional
10708,non functional
62111,non functional
21184,non functional
67169,functional needs repair
69738,functional
55342,functional
43279,functional
27328,functional
67411,functional
21277,functional
30210,functional
12782,non functional
61774,functional
22544,functional
40333,non functional
51853,non functional
26948,non functional
74109,functional needs repair
72792,non functional
34107,non functional
46204,functional
41602,non functional
64620,functional
36782,functional
27373,non functional
3725,functional
29711,functional
23683,functional
61238,non functional
38708,functional needs repair
65146,non functional
64276,functional
69484,functional
32542,non functional
61719,non functional
37626,functional
27869,functional
44765,non functional
30559,functional
39379,functional
63459,functional needs repair
24084,non functional
42743,functional
36008,non functional
18617,non functional
3099,functional
60852,functional
229,functional needs repair
30134,non functional
35110,functional
69213,non functional
38150,functional
63726,non functional
20494,functional
69890,functional
26272,functional
62120,functional
10642,functional
36952,functional
2222,functional
8386,functional
15685,non functional
10988,functional
35797,functional
5660,functional
5835,functional
43040,functional
31523,non functional
32661,non functional
26706,non functional
51561,non functional
9656,non functional
56180,functional
28746,functional
34721,functional
17288,non functional
17933,functional
39955,functional
61023,functional
36946,non functional
25655,functional
54737,functional
27519,non functional
43138,functional
1564,non functional
43189,non functional
17313,functional
64349,non functional
17116,functional
58268,functional needs repair
32151,non functional
48159,functional
51801,non functional
7463,non functional
46064,functional
21285,non functional
12919,non functional
63217,functional
29941,functional
46040,non functional
24287,non functional
69187,non functional
13915,functional
43090,functional
56870,functional
41577,non functional
16981,functional
4437,functional
23051,non functional
15851,non functional
65513,non functional
69341,functional
18867,functional
51168,functional
48729,functional
591,functional
70928,functional
63102,functional
10902,functional
65734,functional
36473,functional
48911,functional
38917,functional
55220,non functional
24862,functional
2924,functional
41006,non functional
53449,non functional
34994,non functional
3732,non functional
49463,non functional
36039,functional needs repair
69952,functional
30089,functional
51250,non functional
20270,functional
1186,functional
4257,functional
22109,functional
30145,functional
72743,functional
28505,non functional
73259,functional
64611,functional
590,non functional
25808,functional
5289,functional
57905,functional
38927,functional
34451,non functional
38703,functional
21279,functional
29514,functional needs repair
6975,functional
24183,non functional
46081,functional
65663,non functional
70643,non functional
56212,non functional
13426,non functional
64476,functional
43050,functional
54689,non functional
49761,functional
37028,non functional
20282,functional
70102,functional
14478,non functional
23555,non functional
41261,non functional
42349,functional
35198,functional
67149,non functional
8324,functional
64664,functional
33634,functional
21510,functional needs repair
47210,functional
25775,functional
63467,functional
6267,functional
28113,functional
54997,functional
40894,functional
33601,functional
20676,functional
35853,functional needs repair
27654,functional
72440,functional
7320,non functional
51776,functional
66390,non functional
62739,functional
61619,functional
34197,functional needs repair
12662,functional
52160,functional
133,non functional
35725,functional
5347,non functional
47137,non functional
13229,functional
45597,functional
56289,functional needs repair
37471,functional
16394,functional
52595,functional
63420,non functional
21556,functional
47910,non functional
46329,functional
8420,functional
65502,non functional
28870,functional
10084,functional needs repair
53824,non functional
39068,non functional
5810,functional
39306,non functional
72785,non functional
42849,non functional
57030,functional
68266,functional
51374,functional
25803,non functional
540,non functional
4162,non functional
6594,non functional
65944,non functional
37455,non functional
18998,non functional
45177,functional
67512,non functional
71313,functional needs repair
20379,functional needs repair
45841,functional
26158,functional
42575,non functional
38850,non functional
54492,functional
50050,functional
46607,functional
12493,non functional
42116,non functional
34075,functional
70554,non functional
44436,non functional
54563,functional
33591,functional needs repair
56691,functional
71255,functional
46420,functional
19140,functional
28901,non functional
48066,non functional
51276,functional
60711,non functional
8004,functional
49987,non functional
25416,functional
43940,functional
32773,functional
19245,functional needs repair
36908,functional
41429,functional
4993,non functional
19118,functional
59008,functional
11945,non functional
23701,non functional
30681,non functional
48836,non functional
28264,non functional
74129,non functional
58095,functional
17321,non functional
29993,non functional
5322,non functional
26074,functional
45380,functional
67598,non functional
39922,non functional
14200,functional
24673,non functional
36333,non functional
22558,functional
50463,functional
19369,non functional
41733,functional
68198,functional
45666,non functional
41026,functional
12090,functional
194,functional needs repair
39058,functional
27966,non functional
23386,functional
69819,non functional
64770,functional
63450,functional
35846,non functional
30903,non functional
34626,non functional
18708,non functional
59731,non functional
33159,non functional
58635,functional
28383,functional
57160,functional
38869,functional
55145,functional
56956,non functional
40890,functional
24097,functional
5804,non functional
9593,functional
52058,non functional
54685,functional
46766,non functional
26553,non functional
37981,functional
29324,functional
15180,non functional
60697,functional needs repair
44030,non functional
11516,functional
23689,non functional
792,functional
37937,functional
58942,non functional
61183,functional
2688,functional
5610,functional
53695,non functional
8067,functional
53303,non functional
24018,non functional
32750,functional
58472,functional
52263,non functional
38275,functional
5398,functional
35228,functional
44142,non functional
66050,functional
72402,functional
52362,functional
39960,non functional
49071,functional needs repair
69994,functional
11013,functional
13137,functional
30460,functional
46008,functional
38303,functional
46314,non functional
31067,functional
41493,non functional
14835,functional
43576,functional
51081,functional
40902,functional
9622,functional
67430,non functional
18137,non functional
14592,non functional
9483,non functional
48473,functional
46125,functional needs repair
5048,functional
36693,non functional
44740,functional
70369,non functional
14298,non functional
28046,non functional
74096,non functional
59486,functional
9707,functional
39841,functional
18,functional
16594,non functional
35626,functional
14390,non functional
12388,functional needs repair
69572,functional
4555,functional
15207,functional
38666,functional
27918,functional needs repair
6985,non functional
31213,functional needs repair
56257,functional
69385,non functional
9121,functional
20428,non functional
50268,functional
9019,non functional
8844,functional
19218,functional needs repair
42949,non functional
19186,non functional
16670,functional
11784,functional
64127,functional
38495,functional
50730,non functional
61341,non functional
46191,functional
40176,functional
32684,non functional
49545,non functional
69802,functional
30721,functional
20058,non functional
17518,non functional
29422,functional
10467,functional
66132,functional needs repair
31141,non functional
30655,functional
73202,non functional
7329,functional
60271,functional
29264,non functional
27117,functional
55285,non functional
18512,functional
67614,functional
27980,non functional
47063,functional
27069,non functional
68571,functional
49698,functional
58175,functional needs repair
43745,functional
56491,non functional
56051,non functional
25101,non functional
54564,functional
21627,functional
63703,functional needs repair
64662,non functional
59530,functional
67364,functional
21934,non functional
53288,functional
63603,functional
20507,functional
50937,functional
49965,non functional
73789,non functional
40898,non functional
23348,functional
31665,non functional
43549,functional
45544,non functional
44912,non functional
41262,functional
22074,functional
67531,functional
42834,non functional
71736,non functional
811,functional
37691,functional
29249,functional needs repair
40015,functional
16401,functional
34177,functional needs repair
63154,functional
7433,functional
70980,functional
51944,functional
42710,functional
62220,functional
13789,functional
18419,functional
16386,non functional
25387,non functional
27333,non functional
7579,non functional
20356,functional
10888,functional
42495,non functional
21280,functional needs repair
13618,non functional
45509,functional
51558,non functional
9709,non functional
28844,functional needs repair
44969,non functional
22334,functional
27982,functional
9408,functional
27160,non functional
33477,non functional
51821,functional
58264,functional
60245,non functional
73556,functional
27119,non functional
49979,non functional
12122,functional
52674,functional
4992,non functional
32333,functional
16246,functional
46815,functional
17608,functional
59728,functional
3128,functional
12530,non functional
65329,functional
54289,functional
29705,non functional
46680,functional
26852,functional
29416,functional
54386,functional
47033,functional
3279,functional
2429,functional
12908,non functional
47635,functional
4890,functional needs repair
57485,functional
16204,functional
16918,non functional
38346,functional
61193,functional
33514,non functional
17817,non functional
16911,functional
18682,functional needs repair
60835,functional
22189,non functional
34676,non functional
49825,functional
64722,non functional
21913,functional needs repair
60794,functional
71437,functional
30967,functional
23096,functional
21695,non functional
11272,functional
42836,functional
35455,functional
50252,non functional
9101,functional
13972,non functional
22738,functional
10306,non functional
4525,non functional
54977,functional
764,functional
66612,functional
40046,functional
50221,non functional
1376,functional
41368,functional
6094,functional
69149,non functional
49665,functional
59146,functional
16103,functional
12019,non functional
16468,non functional
28492,functional needs repair
12443,functional
53144,non functional
56933,non functional
9702,functional
59459,non functional
40768,functional
17983,functional
18636,non functional
44489,non functional
9041,functional
7139,non functional
32285,functional
60795,non functional
64724,non functional
39774,functional
14697,non functional
12401,functional
58342,functional
7671,non functional
19135,non functional
12550,functional
46511,functional
19129,non functional
56655,functional
19762,non functional
60592,non functional
40506,functional
13434,functional needs repair
22515,functional
59456,functional
41091,functional
20262,functional
58392,functional
38054,functional
23682,functional needs repair
6282,functional
11167,functional
42317,non functional
24505,functional
62640,functional
29907,functional
3513,functional
63963,functional
64692,non functional
2265,functional
69591,functional
73792,non functional
37661,functional
62087,non functional
49938,functional needs repair
65481,functional
57750,functional
58557,non functional
73919,functional needs repair
6853,functional needs repair
6549,functional
62030,functional
4316,functional
45742,functional
27407,non functional
57798,non functional
38019,functional
1463,functional
51930,functional
68308,non functional
878,functional
68391,functional
13058,functional
14508,functional
47610,functional
68381,functional
19470,functional
23286,non functional
16626,non functional
58798,functional needs repair
24735,functional
49076,functional
51124,functional
72113,non functional
52569,functional
29091,functional
64651,functional
70672,non functional
53419,functional
10553,functional
1797,functional
55140,functional
70983,non functional
57355,non functional
68241,functional needs repair
8588,functional
50874,non functional
50578,functional
13166,non functional
49457,functional
57553,functional
13519,non functional
48560,functional
51158,non functional
29295,functional
40754,functional
51905,functional
50831,non functional
68165,functional
55792,functional
37877,non functional
51149,functional
5702,non functional
69492,functional
35889,non functional
65765,non functional
48522,functional needs repair
41697,functional
62972,functional needs repair
72835,non functional
43866,functional
31891,functional
29613,functional needs repair
72624,functional
45165,functional
18147,non functional
15277,functional
928,functional
16027,functional
14892,functional
64008,functional
3410,functional
33121,functional
27537,functional
51464,non functional
56505,non functional
11804,functional
46896,functional
23829,functional
37735,non functional
5723,functional
62506,functional
51306,functional
29394,functional
19808,functional
74076,functional
15332,non functional
63613,functional
37987,functional needs repair
6506,functional
46227,non functional
27816,functional
9627,functional
25042,functional
54187,non functional
12814,functional
18314,non functional
4166,functional
49743,functional
17072,functional
44002,functional
34192,functional
39729,functional
13703,functional
37421,functional
4379,non functional
18412,functional
17106,functional
15417,non functional
20128,non functional
48481,functional
5113,non functional
23374,non functional
57578,functional
13158,non functional
70555,non functional
60756,non functional
67390,non functional
66500,functional
8862,functional
31421,functional
59006,non functional
13882,non functional
44291,functional
31951,functional
33870,functional
21499,functional
64367,non functional
17893,functional needs repair
10210,non functional
36526,non functional
38476,functional
21832,functional
42359,non functional
28123,functional
71860,non functional
14210,non functional
65861,non functional
72288,non functional
7251,non functional
39199,non functional
69505,functional
2598,non functional
4096,non functional
67001,functional
32630,non functional
19447,non functional
25253,non functional
73252,non functional
61851,non functional
14432,functional
2010,functional
54236,functional
66570,non functional
18345,non functional
19096,functional
32010,functional needs repair
10813,functional
49992,functional
36048,non functional
69641,functional
55139,non functional
31636,functional
53290,functional
69498,non functional
581,non functional
2457,non functional
70042,functional
38719,functional
58293,functional
86,functional
65708,non functional
13755,functional
25930,non functional
7654,non functional
7031,functional
36936,non functional
70448,non functional
60940,functional
16284,non functional
28570,non functional
72739,functional
43787,functional
38616,functional
28174,functional
28200,functional
61808,functional
52438,functional
30849,non functional
8054,functional
34331,functional needs repair
27364,functional needs repair
45389,non functional
323,non functional
64336,non functional
58582,functional
59098,non functional
54294,non functional
53370,non functional
13656,non functional
30578,functional
16474,non functional
39835,non functional
19646,functional
68148,functional
33435,functional
53214,functional needs repair
7452,non functional
39009,non functional
3823,functional
57829,non functional
24566,functional
71767,functional
25231,non functional
53528,functional
14822,functional
64235,non functional
2018,functional
45454,functional
37465,functional
40728,non functional
23411,non functional
7851,functional
70137,non functional
55573,functional
56263,functional
8875,functional
39473,non functional
42940,functional needs repair
40440,functional
72446,functional
27064,non functional
16188,functional needs repair
36990,functional
7692,non functional
12257,non functional
50468,functional
64243,functional
6328,functional
22888,functional
50362,non functional
19623,functional
69263,functional
53914,non functional
20524,functional
21492,functional
52082,non functional
55612,non functional
58827,functional
35882,functional
33609,non functional
56122,functional
9686,functional
47413,non functional
66302,non functional
42539,functional
20807,non functional
26282,functional
20127,non functional
41530,functional
19993,functional
35910,functional
65881,non functional
29999,non functional
63676,non functional
29618,functional
43221,functional
29637,non functional
59107,functional
40342,functional
48651,functional
30257,functional
54638,functional
23559,functional
13559,functional
72904,non functional
63239,non functional
73410,functional
33825,functional
36730,functional
8010,functional
12781,functional
46029,non functional
44866,non functional
8225,functional
50418,functional
52566,functional
63510,functional needs repair
41138,functional
6420,non functional
27292,non functional
48819,non functional
11814,non functional
71376,functional needs repair
41608,functional
22649,non functional
38258,functional
26846,non functional
18428,functional
10248,functional
594,non functional
59886,functional
49565,non functional
44090,non functional
36682,functional
54498,functional needs repair
20016,non functional
44241,functional
28240,functional
27841,functional
43412,functional
31236,functional
72396,non functional
51127,functional needs repair
21638,functional
53417,functional
58402,non functional
72761,functional
11311,non functional
28157,functional
10322,functional
4722,functional
9522,functional needs repair
37860,functional
61267,functional
34887,non functional
6157,non functional
20757,functional
23282,functional
72422,functional
2218,non functional
68782,functional
373,non functional
43054,functional
11606,functional
70210,functional
27995,functional needs repair
37612,functional
23176,functional
2794,non functional
64356,functional
30768,non functional
25745,functional
55485,functional
27358,functional
63866,functional
47038,non functional
47124,functional
38270,functional needs repair
34941,functional
39715,functional
17047,non functional
2283,non functional
53396,non functional
63047,non functional
63688,non functional
27527,functional needs repair
37102,non functional
16278,non functional
17998,non functional
64893,functional
39216,functional
4786,non functional
57436,functional needs repair
50191,non functional
45073,functional
13981,non functional
27635,functional
69084,non functional
12228,functional needs repair
31198,functional
24262,functional
16588,functional
15376,non functional
48497,functional
34972,functional
57543,functional
66824,functional
16561,non functional
27860,functional
23804,non functional
62247,functional needs repair
41209,functional
63627,functional
55784,non functional
19653,functional
67692,functional
51521,functional
38640,functional
27355,non functional
43131,functional
63835,functional
58016,non functional
2176,functional
61982,functional
73258,functional
28131,functional
49831,functional
20035,functional
9725,non functional
36144,functional
21003,non functional
9561,functional
53333,functional
68455,functional needs repair
35065,non functional
60978,non functional
25864,functional
63067,functional
66163,non functional
11455,non functional
67037,non functional
5504,non functional
66971,non functional
60104,functional
816,functional
16248,non functional
48374,non functional
51756,functional
3819,functional
8714,non functional
45191,functional
38879,functional
24960,functional
3971,non functional
65828,functional
24060,functional
26656,functional
71634,functional
59868,functional
22287,non functional
37383,non functional
66058,functional
63871,functional
9339,functional
66227,functional
17880,functional needs repair
34383,functional
25821,functional
51524,functional
36321,functional
50901,functional
62255,functional
46946,functional
28390,functional
34521,functional
32693,functional
58467,non functional
63680,non functional
55671,non functional
50861,non functional
45390,functional
13365,non functional
25265,functional needs repair
34788,non functional
45824,functional
73813,non functional
10001,functional
26932,functional needs repair
69314,functional
23527,non functional
23312,functional
65066,functional
56427,functional
38281,non functional
72714,non functional
19248,non functional
32916,non functional
71064,non functional
19463,functional needs repair
5876,functional
69670,non functional
46369,functional
34341,functional needs repair
61560,functional
58013,non functional
4412,non functional
27313,non functional
34360,functional
23547,functional
57816,non functional
73769,functional needs repair
19076,functional
59916,non functional
12328,functional needs repair
3218,functional
54185,functional
72107,functional
69267,functional needs repair
63816,non functional
30441,functional needs repair
4069,functional
8546,functional
4397,functional
31858,functional
22250,functional needs repair
54873,functional
39506,functional
24529,functional
36563,non functional
38069,non functional
44805,non functional
1815,non functional
19262,non functional
48170,functional
26666,non functional
58539,functional
56732,non functional
57993,functional
40252,non functional
48257,functional
68333,functional
65425,functional
17970,functional
64347,functional
18508,non functional
26178,functional
8085,functional
6949,functional
20831,functional
32901,functional
12707,functional
68936,non functional
23769,functional
66265,functional needs repair
58777,non functional
14325,functional
51615,non functional
62136,functional
63775,functional
16699,non functional
53163,functional
35656,functional
16648,functional
40798,non functional
68621,functional
10112,non functional
43414,functional
2499,functional
52500,functional
45752,functional needs repair
9171,non functional
11927,functional
19416,functional needs repair
69075,non functional
14147,functional
71336,non functional
4933,functional needs repair
49832,functional
7481,functional
28985,non functional
19391,functional
17623,functional
31070,functional needs repair
18649,functional
51991,non functional
12586,non functional
4390,functional
56774,non functional
48945,functional
44701,non functional
13233,functional
66842,non functional
68512,functional
17205,functional
29638,non functional
29477,functional
35347,non functional
43741,non functional
58674,functional
9180,non functional
64716,non functional
32489,functional
55594,functional
14253,functional
14543,functional
17255,functional
22911,functional
61921,non functional
3958,functional
56202,functional
50080,functional needs repair
58376,non functional
65243,functional
23853,functional needs repair
15426,functional
50447,non functional
50062,non functional
31003,functional
34005,functional
21460,non functional
63339,functional needs repair
25659,non functional
49044,functional
68922,functional
48114,functional
70290,non functional
49550,non functional
13067,non functional
37750,non functional
68257,functional
14769,functional
42680,non functional
58921,functional
53581,non functional
54877,functional needs repair
61958,non functional
36052,non functional
27091,non functional
39243,non functional
33554,functional
59859,non functional
42634,functional
15573,non functional
47082,non functional
13899,functional
62314,functional
29434,functional
24213,functional needs repair
51409,non functional
38950,functional
33370,non functional
64333,functional
39546,non functional
31703,non functional
67325,functional
54724,functional
56615,non functional
6448,functional
71138,functional
11033,functional needs repair
39273,non functional
28712,functional
9800,non functional
70864,non functional
31835,functional
61405,functional
37571,non functional
37611,functional
12872,functional
32904,non functional
55672,functional
35621,functional
38922,non functional
69425,non functional
6128,functional
35689,functional
72677,non functional
19697,functional
72087,functional
10891,non functional
8622,functional
3564,functional
11824,functional
36316,non functional
58487,functional needs repair
36771,functional
29139,non functional
20370,non functional
11464,functional
26514,functional
19860,non functional
6563,non functional
1418,functional
48792,functional
36155,functional
13183,non functional
10522,functional
28080,non functional
8995,functional
20973,non functional
45888,non functional
52497,functional
59867,non functional
15028,functional
669,functional
242,non functional
32899,functional
18571,functional
31760,non functional
70505,functional
3935,functional
50627,functional needs repair
49533,functional
36284,non functional
24208,non functional
11971,non functional
61698,non functional
4885,functional
48695,functional
3096,non functional
8302,functional
36464,functional
69910,functional
30065,functional
4873,non functional
60407,non functional
45724,non functional
12687,functional
23810,non functional
18493,functional
40084,functional
39518,functional
50802,functional
18474,functional
22148,non functional
15337,functional needs repair
59714,functional needs repair
53704,non functional
29757,functional
3035,functional
52982,functional
61338,non functional
19476,non functional
62475,functional
12097,functional
30784,functional
73535,non functional
13765,non functional
51876,functional
68587,functional
42444,functional
36389,non functional
66564,functional
19161,functional
19868,functional
46141,non functional
48657,non functional
55345,functional
49958,non functional
6197,functional needs repair
44673,non functional
7313,functional
26041,functional
15213,non functional
13749,functional
5297,functional
43369,functional
14640,functional
26302,non functional
29565,non functional
55026,non functional
63624,non functional
33640,functional
49306,functional
810,functional
18150,non functional
68020,functional
15584,non functional
2115,functional
67124,non functional
46229,non functional
8429,non functional
67064,functional
20836,non functional
801,non functional
55985,non functional
43011,functional needs repair
44707,functional
33251,non functional
64677,functional
8188,functional
28036,non functional
73062,functional
61599,functional
2273,functional
55543,functional
55053,non functional
6762,non functional
57393,functional
74236,functional
1447,functional
25840,non functional
3069,functional
43837,non functional
47476,functional
64583,non functional
4359,functional needs repair
38040,functional
44558,non functional
68168,non functional
32712,functional
49123,functional
11719,functional
71859,functional needs repair
19524,functional
63424,non functional
7635,non functional
52001,non functional
33040,non functional
49274,functional
40328,functional needs repair
60890,non functional
69716,functional
48879,functional
2014,non functional
36709,non functional
45858,non functional
37226,functional
10555,non functional
20892,non functional
57279,functional
22962,functional
12851,functional
27037,functional
1926,non functional
3916,non functional
14991,functional needs repair
55565,non functional
8260,functional
23606,non functional
15255,non functional
25976,non functional
24595,functional
72232,functional needs repair
11722,functional
32260,functional needs repair
15302,non functional
25642,non functional
56602,functional
41640,non functional
38224,non functional
45118,functional
8830,non functional
28222,functional
30769,functional
21575,non functional
65375,functional
62312,non functional
30718,non functional
37276,functional
42639,non functional
23521,functional
35507,functional
40152,functional
39759,functional
62131,functional
53678,non functional
73826,functional needs repair
15755,non functional
23773,functional
20846,non functional
37095,functional
51154,functional
19696,functional
24400,functional
2608,non functional
43076,functional
63440,non functional
15335,functional
57286,non functional
12768,functional
25793,functional
60030,functional
16345,functional
63470,functional
43077,functional
34649,functional
5955,functional
2277,functional
22441,functional
10436,functional
56543,functional
59683,functional
5711,non functional
35634,functional needs repair
1002,non functional
16156,functional
20580,functional
15526,non functional
2383,functional
73607,non functional
51213,functional
61260,functional
52010,functional needs repair
74064,functional
51768,functional needs repair
54587,functional
57956,functional
48793,functional
58949,functional
4710,functional
21964,functional
57052,non functional
72283,functional
52921,functional
40267,functional
44135,non functional
67933,functional needs repair
66148,non functional
23795,functional needs repair
7257,functional
41349,functional
15105,functional
64157,functional
52650,non functional
5172,functional
532,non functional
72065,functional
35696,functional
50339,functional
69409,non functional
56201,functional
59572,non functional
67540,functional needs repair
54482,functional
65397,non functional
49426,functional
70701,non functional
35151,functional
58299,functional
73398,non functional
40450,non functional
17672,functional
64108,functional
19195,non functional
13835,non functional
56410,functional
65102,functional
24817,functional needs repair
15231,non functional
47500,functional
57159,functional
41069,functional
50504,functional
15248,non functional
67233,non functional
48099,functional
21687,non functional
20565,functional
15185,non functional
32794,non functional
51832,non functional
12916,non functional
25762,non functional
60693,functional
2473,non functional
40348,functional
35209,non functional
59144,non functional
22855,functional
7360,non functional
7115,functional
54434,functional
57154,non functional
62919,non functional
23151,non functional
48464,functional
40530,functional
73473,non functional
38610,functional
31150,functional
37092,functional
26452,non functional
20357,functional
3568,functional
39143,functional
37442,functional
71413,functional
14742,non functional
32746,non functional
7698,functional
62538,non functional
7459,functional
7775,functional
61943,non functional
13431,functional
68905,functional
45478,functional
62873,functional
12943,functional
66329,functional
15067,functional
391,functional
5594,functional
7665,functional
29149,functional
44885,non functional
9578,functional
50925,functional
61657,functional
10120,functional needs repair
46395,non functional
27012,non functional
25452,non functional
9057,functional
8905,non functional
1621,non functional
5002,functional
41143,functional
40922,functional
48069,functional
18348,non functional
50009,functional needs repair
49395,functional
2543,functional
29278,functional
57571,functional
66130,functional
49228,non functional
25639,non functional
69618,functional
37038,functional
5402,functional
1315,non functional
8,non functional
12712,functional
11848,non functional
35606,functional
8564,functional
13171,functional
2242,functional
17525,functional
4629,functional
52727,non functional
33223,non functional
35542,non functional
22970,non functional
2995,functional
14189,non functional
935,non functional
18253,non functional
66774,functional
11182,functional
38161,functional
62407,non functional
40071,functional
24752,functional
33698,functional
63131,non functional
29008,functional
74156,functional
21558,non functional
73290,functional needs repair
71785,non functional
22072,non functional
9183,non functional
46428,functional
13946,functional
44843,functional
27580,non functional
66941,functional
53886,functional
40869,functional
51204,functional
31849,non functional
32522,functional
6840,functional
63542,functional
7206,functional
41433,non functional
3848,functional
18296,functional
63951,functional
71397,non functional
33670,functional
73706,functional
6784,functional
43874,non functional
23517,non functional
57679,functional
28850,non functional
22758,non functional
72088,non functional
42125,non functional
27224,non functional
38965,non functional
34437,non functional
31921,non functional
28863,functional
65344,non functional
3639,functional
2735,non functional
15671,non functional
51669,functional
59878,functional
23855,non functional
51938,non functional
66290,non functional
45754,non functional
55878,functional
47306,functional
43914,functional
6699,functional
33080,functional
52388,non functional
19758,functional
11489,functional
31716,non functional
829,non functional
61811,functional
43216,functional
49398,non functional
27446,functional
74,non functional
69086,functional needs repair
15852,non functional
5768,non functional
59180,non functional
2819,functional needs repair
55357,functional
18002,non functional
8737,functional
17399,non functional
69195,non functional
53714,non functional
13626,functional
51599,functional
53784,functional
2795,functional
48265,non functional
40012,non functional
65235,non functional
13238,functional
23765,non functional
35673,functional
20828,functional
18119,non functional
36093,functional
36769,functional
69430,functional
68529,functional
39716,functional needs repair
53272,non functional
72882,non functional
20611,functional
5212,functional
53780,functional
16560,functional
22172,functional
14354,non functional
12615,non functional
26967,functional needs repair
38631,functional
64056,functional
4816,functional
17996,functional
73676,functional
34682,non functional
21670,functional
69886,non functional
57795,functional
56835,functional
25140,non functional
32181,functional
34667,functional
55887,non functional
51818,functional
37052,non functional
4539,functional
3273,non functional
52379,functional
7613,functional
62884,functional
57251,non functional
44358,non functional
16928,non functional
44412,non functional
43456,functional
3673,functional
16219,non functional
39005,functional
15712,non functional
69082,functional
73913,non functional
46280,non functional
67181,functional
40024,non functional
3164,non functional
63868,non functional
57287,non functional
39755,functional
43920,functional
7790,functional
28504,non functional
8130,non functional
46429,non functional
13756,functional
55841,functional needs repair
56580,functional
61569,functional
8843,functional
2893,functional
18240,functional
20205,non functional
43081,functional
45364,non functional
45744,functional needs repair
3432,non functional
9128,functional
30468,functional
16372,functional needs repair
58800,non functional
65131,functional needs repair
8948,non functional
54216,non functional
58972,non functional
39079,non functional
46303,functional
59724,non functional
41164,non functional
64852,non functional
65257,functional
12319,non functional
63636,functional
68773,non functional
23171,functional
49960,functional
17131,functional
55450,functional
68268,functional
12939,non functional
68338,functional
20049,non functional
29851,non functional
64051,functional needs repair
27219,functional
2714,non functional
56726,non functional
42262,functional
49446,non functional
56565,functional
58514,functional
74101,functional
